3002	0	250	275	146
3002	0	213	253	183
3002	0	307	236	215
3002	0	204	234	217
3002	0	202	258	227
3002	0	307	265	248
3002	615	316	273	244
3002	615	317	275	249
3002	614	209	236	248
3002	0	196	234	252
3002	0	306	260	256
3002	0	200	235	258
3002	0	313	263	271
3002	0	206	267	275
3002	0	311	270	282
3002	0	311	274	282
3002	0	323	267	284
3002	0	313	270	289
3002	0	206	262	289
3002	0	309	265	289
3002	0	303	258	292
3002	0	205	254	296
3002	0	209	255	296
3002	0	205	256	301
3002	0	205	237	303
3002	0	323	261	301
3002	0	202	265	309
3002	0	325	258	315
3002	0	193	271	330
3002	0	202	275	329
3002	0	209	267	330
3002	0	326	254	333
3002	0	213	267	335
3002	0	218	260	336
3002	0	211	264	337
3002	0	182	265	339
3002	0	322	252	340
3002	0	325	254	339
3002	0	313	257	340
3002	0	195	266	355
3005	0	238	307	226
3005	0	247	314	221
3005	0	242	315	226
3005	0	220	308	242
3005	0	229	305	248
3005	0	201	274	275
3005	0	322	284	279
3005	0	205	304	286
3005	0	308	314	288
3005	0	325	328	293
3005	0	202	313	292
3005	0	312	316	290
3005	0	328	306	300
3005	0	321	321	301
3005	0	204	322	319
3005	0	203	318	338
3005	0	197	338	348
3005	0	191	324	351
3005	0	187	329	351
3005	627	184	340	365
3005	0	205	329	365
3005	0	322	315	366
3005	0	205	326	371
3005	628	193	389	422
3104	0	198	256	207
3104	0	320	243	220
3104	0	204	249	229
3104	0	230	234	228
3104	0	198	233	230
3104	0	202	256	238
3104	0	198	241	249
3104	0	233	260	255
3104	0	204	261	260
3104	0	333	259	261
3104	0	335	228	262
3104	0	204	263	309
3104	0	335	239	265
3104	0	324	230	285
3104	0	322	229	287
3104	0	319	231	297
3104	0	180	252	303
3104	0	312	264	305
3104	0	317	262	305
3104	0	320	268	305
3104	0	326	248	305
3104	0	309	242	312
3104	0	320	263	312
3104	0	324	249	312
3104	0	334	256	312
3104	0	338	254	312
3104	0	191	242	318
3104	0	181	225	327
3104	0	187	241	321
3104	0	189	244	324
3104	0	331	251	326
3104	0	178	219	333
3104	0	180	224	333
3104	0	194	222	332
3104	0	199	244	333
3104	0	185	254	348
3104	0	193	255	341
3104	0	174	205	345
3104	0	230	257	349
3104	0	208	258	351
3104	0	192	249	351
3104	0	233	258	363
3104	0	332	274	356
3104	0	336	265	357
3104	0	207	257	360
3104	0	210	243	361
3104	0	344	266	363
3104	0	226	262	363
3104	0	203	260	366
3104	0	322	260	368
3104	0	338	266	366
3104	0	203	256	370
3104	0	184	272	371
3104	0	220	264	372
3104	0	325	263	379
3104	0	354	259	374
3104	0	232	257	376
3104	0	215	247	378
3104	0	183	263	386
3104	0	334	276	382
3104	0	198	266	386
3104	0	328	266	387
3104	0	346	266	387
3104	0	188	278	391
3104	0	347	266	397
3104	0	188	280	400
3104	0	348	259	402
3104	551	193	293	432
3104	0	330	268	411
3104	0	200	276	419
3104	550	151	282	431
3104	0	208	284	440
3104	550	144	283	453
3104	0	353	246	443
3104	0	183	290	444
3108	575	216	263	175
3108	575	215	258	196
3108	0	259	278	193
3108	0	202	265	216
3108	0	197	312	216
3108	574	207	301	221
3108	573	193	212	223
3108	573	186	199	224
3108	571	167	289	224
3108	0	243	279	224
3108	571	171	285	226
3108	573	191	202	228
3108	0	158	290	228
3108	0	189	256	240
3108	572	175	318	267
3108	572	183	309	268
3108	572	179	313	267
3108	572	189	305	271
3108	0	202	283	277
3108	0	207	283	278
3108	0	324	263	286
3108	0	313	269	282
3108	0	336	277	287
3108	0	329	266	294
3108	0	330	261	297
3108	0	357	186	297
3108	0	201	287	298
3108	0	338	251	301
3108	0	182	259	302
3108	0	331	266	303
3108	0	335	257	306
3108	0	341	248	304
3108	0	192	290	308
3108	0	330	257	306
3108	0	333	267	311
3108	0	188	272	312
3108	0	311	267	316
3108	0	178	286	318
3108	0	177	281	319
3108	0	174	281	319
3108	0	337	281	323
3108	0	313	268	320
3108	0	336	269	321
3108	0	337	263	321
3108	0	177	296	329
3108	0	337	282	332
3108	0	131	171	333
3108	0	195	288	337
3108	569	155	341	338
3108	0	214	284	338
3108	0	348	269	344
3108	0	186	291	339
3108	0	182	311	341
3108	0	201	290	341
3108	0	147	155	343
3108	0	177	310	343
3108	0	344	276	342
3108	0	200	285	344
3108	0	191	290	345
3108	577	372	208	352
3108	0	186	297	348
3108	568	141	318	364
3108	0	365	252	364
3108	0	336	275	369
3108	0	341	271	368
3108	0	329	277	369
3108	0	335	280	371
3108	579	378	247	378
3108	570	169	348	391
3108	579	388	245	386
3108	579	393	244	392
3108	578	382	299	415
3108	576	356	337	419
3108	0	396	314	434
3111	0	212	300	170
3111	0	303	310	204
3111	0	303	304	203
3111	0	308	305	212
3111	0	194	310	230
3111	0	318	318	253
3111	0	296	335	264
3111	0	313	328	269
3111	0	322	313	266
3111	0	323	330	294
3111	0	324	330	298
3111	0	320	344	300
3111	0	319	347	304
3111	0	323	342	304
3111	0	328	341	306
3111	0	178	352	317
3111	0	204	353	307
3111	0	196	351	324
3111	0	308	335	314
3111	0	330	340	313
3111	0	168	358	317
3111	0	181	369	321
3111	0	332	345	324
3111	0	323	336	331
3111	0	170	344	331
3111	0	171	354	331
3111	0	194	350	335
3111	0	174	343	337
3111	0	329	338	343
3111	0	172	345	341
3111	0	164	353	349
3111	0	337	325	352
3111	0	336	340	350
3111	0	179	350	360
3111	0	161	356	365
3111	0	173	356	367
3111	0	332	324	366
3111	0	177	362	368
3111	0	168	368	371
3111	0	334	357	373
3111	0	338	358	383
3111	0	335	353	391
3111	0	337	354	393
3111	0	157	371	404
3111	0	335	370	426
3111	586	148	383	442
3111	586	142	397	458
3111	586	142	401	463
3116	0	227	308	218
3116	0	223	303	211
3116	0	233	311	211
3116	0	232	302	225
3116	0	198	271	232
3116	0	220	302	235
3116	0	231	301	232
3116	0	211	291	237
3116	0	332	313	238
3116	0	192	287	269
3116	0	189	290	272
3116	0	321	348	278
3116	0	324	344	282
3116	0	337	325	283
3116	0	181	278	319
3116	0	183	304	330
3116	0	183	250	326
3116	0	200	268	324
